GEO_ID,STATENAME,NAME,S1901_C03_001E,S1901_C03_001M,S1901_C03_001MA,S1901_C03_001EA,S1901_C04_001E,S1901_C04_001M,S1901_C04_001MA,S1901_C04_001EA,S1901_C02_001M,S1901_C02_001MA,S1901_C02_001E,S1901_C02_001EA,S1901_C01_001M,S1901_C01_001MA,S1901_C01_001E,S1901_C01_001EA,S1901_C02_002E,S1901_C02_002M,S1901_C02_002MA,S1901_C02_002EA,S1901_C01_002M,S1901_C01_002MA,S1901_C01_002E,S1901_C01_002EA,S1901_C04_002M,S1901_C04_002MA,S1901_C04_002E,S1901_C04_002EA,S1901_C03_002M,S1901_C03_002MA,S1901_C03_002E,S1901_C03_002EA,S1901_C01_003E,S1901_C01_003EA,S1901_C01_003M,S1901_C01_003MA,S1901_C02_003E,S1901_C02_003EA,S1901_C02_003M,S1901_C02_003MA,S1901_C04_003E,S1901_C04_003M,S1901_C04_003MA,S1901_C04_003EA,S1901_C03_003M,S1901_C03_003MA,S1901_C03_003E,S1901_C03_003EA,S1901_C04_004E,S1901_C04_004M,S1901_C04_004MA,S1901_C04_004EA,S1901_C03_004M,S1901_C03_004MA,S1901_C03_004E,S1901_C03_004EA,S1901_C02_004M,S1901_C02_004MA,S1901_C02_004E,S1901_C02_004EA,S1901_C01_004M,S1901_C01_004MA,S1901_C01_004E,S1901_C01_004EA,S1901_C04_005E,S1901_C04_005EA,S1901_C04_005M,S1901_C04_005MA,S1901_C03_005M,S1901_C03_005MA,S1901_C03_005E,S1901_C03_005EA,S1901_C02_005M,S1901_C02_005MA,S1901_C02_005E,S1901_C02_005EA,S1901_C01_005M,S1901_C01_005MA,S1901_C01_005E,S1901_C01_005EA,S1901_C04_006E,S1901_C04_006EA,S1901_C04_006M,S1901_C04_006MA,S1901_C03_006M,S1901_C03_006MA,S1901_C03_006E,S1901_C03_006EA,S1901_C02_006M,S1901_C02_006MA,S1901_C02_006E,S1901_C02_006EA,S1901_C01_006M,S1901_C01_006MA,S1901_C01_006E,S1901_C01_006EA,S1901_C01_007E,S1901_C01_007M,S1901_C01_007MA,S1901_C01_007EA,S1901_C04_007M,S1901_C04_007MA,S1901_C04_007E,S1901_C04_007EA,S1901_C03_007M,S1901_C03_007MA,S1901_C03_007E,S1901_C03_007EA,S1901_C02_007M,S1901_C02_007MA,S1901_C02_007E,S1901_C02_007EA,S1901_C01_008E,S1901_C01_008M,S1901_C01_008MA,S1901_C01_008EA,S1901_C04_008E,S1901_C04_008EA,S1901_C04_008M,S1901_C04_008MA,S1901_C03_008M,S1901_C03_008MA,S1901_C03_008E,S1901_C03_008EA,S1901_C02_008M,S1901_C02_008MA,S1901_C02_008E,S1901_C02_008EA,S1901_C01_009E,S1901_C01_009EA,S1901_C01_009M,S1901_C01_009MA,S1901_C02_009E,S1901_C02_009EA,S1901_C02_009M,S1901_C02_009MA,S1901_C03_009E,S1901_C03_009EA,S1901_C03_009M,S1901_C03_009MA,S1901_C04_009E,S1901_C04_009EA,S1901_C04_009M,S1901_C04_009MA,S1901_C01_010M,S1901_C01_010MA,S1901_C02_010E,S1901_C02_010M,S1901_C02_010MA,S1901_C02_010EA,S1901_C01_010E,S1901_C01_010EA,S1901_C03_010E,S1901_C03_010M,S1901_C03_010MA,S1901_C03_010EA,S1901_C04_010E,S1901_C04_010M,S1901_C04_010MA,S1901_C04_010EA,S1901_C02_011E,S1901_C02_011EA,S1901_C02_011M,S1901_C02_011MA,S1901_C01_011M,S1901_C01_011MA,S1901_C01_011E,S1901_C01_011EA,S1901_C04_011M,S1901_C04_011MA,S1901_C04_011E,S1901_C04_011EA,S1901_C03_011M,S1901_C03_011MA,S1901_C03_011E,S1901_C03_011EA,S1901_C01_012E,S1901_C01_012EA,S1901_C01_012M,S1901_C01_012MA,S1901_C02_012E,S1901_C02_012M,S1901_C02_012MA,S1901_C02_012EA,S1901_C04_012E,S1901_C04_012EA,S1901_C04_012M,S1901_C04_012MA,S1901_C03_012M,S1901_C03_012MA,S1901_C03_012E,S1901_C03_012EA,S1901_C02_013M,S1901_C02_013MA,S1901_C02_013E,S1901_C02_013EA,S1901_C01_013M,S1901_C01_013MA,S1901_C01_013E,S1901_C01_013EA,S1901_C03_013E,S1901_C03_013M,S1901_C03_013MA,S1901_C03_013EA,S1901_C04_013M,S1901_C04_013MA,S1901_C04_013E,S1901_C04_013EA,S1901_C01_014E,S1901_C01_014M,S1901_C01_014MA,S1901_C01_014EA,S1901_C02_014E,S1901_C02_014M,S1901_C02_014MA,S1901_C02_014EA,S1901_C04_014M,S1901_C04_014MA,S1901_C03_014E,S1901_C03_014EA,S1901_C03_014M,S1901_C03_014MA,S1901_C04_014E,S1901_C04_014EA,S1901_C02_015E,S1901_C02_015M,S1901_C02_015MA,S1901_C02_015EA,S1901_C01_015M,S1901_C01_015MA,S1901_C01_015E,S1901_C01_015EA,S1901_C04_015M,S1901_C04_015MA,S1901_C04_015E,S1901_C04_015EA,S1901_C03_015M,S1901_C03_015MA,S1901_C03_015E,S1901_C03_015EA,S1901_C01_016E,S1901_C01_016EA,S1901_C01_016M,S1901_C01_016MA,S1901_C02_016E,S1901_C02_016EA,S1901_C02_016M,S1901_C02_016MA,S1901_C03_016E,S1901_C03_016M,S1901_C03_016MA,S1901_C03_016EA,S1901_C04_016E,S1901_C04_016M,S1901_C04_016MA,S1901_C04_016EA
5001100US4218,Pennsylvania,"Congressional District 18 (111th Congress), Pennsylvania",139901,3698,null,null,93373,4512,null,null,3816,null,172898,null,5649,null,266271,null,2.5,0.6,null,null,0.7,null,4.8,null,1.4,null,9.2,null,0.5,null,1.4,null,4.5,null,0.6,null,1.6,null,0.4,null,10.1,1.6,null,null,0.3,null,0.8,null,19.4,2.2,null,null,0.6,null,3.3,null,0.9,null,5.6,null,0.9,null,10.1,null,16.5,null,1.8,null,0.9,null,7.1,null,0.9,null,8,null,0.9,null,11.1,null,15.4,null,1.7,null,1.3,null,11.8,null,1.2,null,13.2,null,1,null,13.9,null,20,1.1,null,null,1.8,null,15.3,null,1.4,null,22.6,null,1.2,null,22.7,null,14,1.1,null,null,7,null,1.2,null,1.7,null,19.7,null,1.5,null,17.6,null,13.5,null,1,null,17.4,null,1.2,null,20,null,1.4,null,5.3,null,1.3,null,0.5,null,6,0.8,null,null,4.4,null,7.1,1,null,null,0.9,0.4,null,null,5.3,null,0.7,null,0.5,null,3.7,null,0.4,null,0.9,null,0.9,null,6.3,null,56507,null,1345,null,70857.00,1390,null,null,31575,null,1408,null,1642,null,78328,null,2351,null,86676,null,1672,null,71817,null,95591,2927,null,null,2085,null,42550,null,24.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),20,(X),(X),null
5001100US4219,Pennsylvania,"Congressional District 19 (111th Congress), Pennsylvania",154753,4569,null,null,90231,3870,null,null,4461,null,196659,null,3099,null,286890,null,3,0.6,null,null,0.6,null,4.5,null,1.4,null,9.5,null,0.3,null,0.8,null,4.9,null,0.6,null,2,null,0.4,null,11.9,1.7,null,null,0.4,null,1,null,19.1,1.6,null,null,0.5,null,2.7,null,0.7,null,4.6,null,0.7,null,8.9,null,15.6,null,1.9,null,1,null,6.4,null,1.1,null,8.7,null,0.9,null,10.5,null,15.1,null,1.7,null,1.2,null,12.5,null,1.2,null,14.5,null,1,null,14.7,null,21.3,1,null,null,1.7,null,15.5,null,1.7,null,25.1,null,1.4,null,23.5,null,14,0.9,null,null,7.4,null,1.3,null,1.5,null,18.5,null,1.3,null,16.6,null,14.1,null,0.8,null,18.3,null,1.1,null,22.1,null,1.3,null,4,null,0.9,null,0.6,null,5.4,0.7,null,null,4.3,null,6.6,0.9,null,null,1.3,0.6,null,null,3.5,null,0.5,null,0.4,null,2.6,null,0.4,null,0.6,null,0.6,null,4.3,null,56357,null,1644,null,68166.00,1483,null,null,30934,null,1401,null,1629,null,76586,null,1902,null,80439,null,1455,null,69147,null,90261,2340,null,null,1696,null,40634,null,24.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X),(X),null
5001100US4401,Rhode Island,"Congressional District 1 (111th Congress), Rhode Island",84414,3812,null,null,84275,4084,null,null,4018,null,119743,null,4001,null,204018,null,4.3,1.1,null,null,1,null,9,null,1.9,null,16.5,null,0.5,null,1,null,6.4,null,0.8,null,2.2,null,0.5,null,12.3,1.7,null,null,0.5,null,0.8,null,16.1,1.9,null,null,1.3,null,4.2,null,1.3,null,7.6,null,1,null,10.7,null,11.8,null,1.9,null,1.4,null,7.5,null,1.6,null,10.4,null,1.2,null,10.8,null,12.9,null,2,null,1.8,null,10.7,null,1.6,null,12.3,null,1.3,null,12.7,null,16.9,1.4,null,null,2.1,null,14.9,null,1.9,null,19.4,null,1.7,null,18.7,null,11.5,1,null,null,7.3,null,1.4,null,1.9,null,16.8,null,1.6,null,14.1,null,13,null,1,null,17.7,null,1.3,null,22.9,null,1.9,null,5.5,null,1.3,null,0.8,null,7,1.2,null,null,4.7,null,9,1.6,null,null,0.8,0.4,null,null,5.7,null,1,null,0.6,null,4.2,null,0.9,null,1.9,null,1.2,null,7.8,null,50272,null,2118,null,67037.00,3225,null,null,29515,null,2590,null,4025,null,84257,null,3672,null,86340,null,2583,null,70058,null,103379,4480,null,null,3201,null,44616,null,30.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),null
5001100US4402,Rhode Island,"Congressional District 2 (111th Congress), Rhode Island",89434,3942,null,null,71992,3607,null,null,3777,null,126285,null,3917,null,198277,null,4,0.9,null,null,1,null,7.9,null,2.2,null,15.6,null,0.5,null,1,null,5.1,null,0.8,null,2.7,null,0.8,null,10.3,1.8,null,null,0.7,null,1.5,null,17.8,2.4,null,null,1.2,null,4.8,null,1.3,null,8.3,null,1.2,null,11.2,null,9.6,null,1.8,null,1.3,null,6.2,null,1.4,null,8,null,1.1,null,8.5,null,14.2,null,2,null,1.4,null,9.6,null,1.4,null,12,null,1.1,null,12.5,null,19.7,1.5,null,null,2.2,null,17.8,null,2,null,21,null,1.7,null,20.2,null,14.2,1.3,null,null,8.4,null,1.6,null,2.1,null,18.9,null,1.8,null,16.3,null,12.5,null,1.3,null,16.6,null,1.6,null,21,null,2.2,null,4.6,null,1.2,null,0.7,null,6.9,1,null,null,4.9,null,9,1.4,null,null,1.2,0.6,null,null,5.1,null,1,null,0.6,null,3.5,null,0.4,null,0.6,null,1.4,null,6.9,null,54390,null,1824,null,68732.00,3305,null,null,31928,null,2752,null,3213,null,81476,null,2899,null,84145,null,1976,null,69615,null,99643,3738,null,null,1876,null,41004,null,33.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.9,(X),(X),null
5001100US4501,South Carolina,"Congressional District 1 (111th Congress), South Carolina",162889,5124,null,null,119149,4907,null,null,5601,null,221217,null,5433,null,340366,null,5.2,0.9,null,null,0.7,null,6.9,null,1.5,null,11.1,null,0.7,null,2.1,null,5.6,null,0.7,null,3.8,null,0.7,null,9.9,1.5,null,null,0.5,null,1.5,null,19.9,2,null,null,1,null,5.5,null,1,null,9.1,null,1,null,12.8,null,14.2,null,1.6,null,1.1,null,8.4,null,1,null,10.5,null,0.8,null,11.8,null,18,null,2.1,null,1.5,null,15.3,null,1.2,null,15.1,null,1,null,16.2,null,18.6,1,null,null,1.9,null,13.6,null,1.3,null,22.5,null,1.2,null,20.9,null,11.6,0.9,null,null,6.6,null,1.2,null,1.5,null,16.7,null,1.3,null,13.9,null,9.8,null,0.8,null,12.6,null,1.1,null,16.4,null,1.5,null,4,null,0.9,null,0.6,null,4.7,0.7,null,null,3.7,null,6.1,1,null,null,1.8,0.7,null,null,4.1,null,0.7,null,0.5,null,3,null,0.4,null,0.9,null,1,null,5.5,null,46879,null,895,null,55847.00,1461,null,null,31144,null,1487,null,2505,null,68489,null,2193,null,72944,null,1527,null,62699,null,86009,3131,null,null,1853,null,41700,null,29,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.3,(X),(X),null
5001100US4502,South Carolina,"Congressional District 2 (111th Congress), South Carolina",156579,5189,null,null,102201,4685,null,null,5641,null,211360,null,5668,null,313561,null,5.3,0.8,null,null,0.7,null,7.6,null,1.8,null,14.1,null,0.5,null,1.5,null,4.6,null,0.5,null,2.7,null,0.6,null,8.7,1.3,null,null,0.4,null,1.1,null,17.2,2,null,null,0.9,null,5.1,null,1,null,7.7,null,1,null,10.4,null,16.6,null,2.2,null,1,null,6.5,null,1.1,null,8.7,null,1.1,null,11.1,null,17.4,null,2.6,null,1.3,null,12.5,null,1.2,null,13.7,null,1.1,null,15.1,null,20.7,1.2,null,null,2.1,null,15.1,null,1.8,null,24.7,null,1.6,null,22.8,null,13.4,1,null,null,6.2,null,1.3,null,1.7,null,19.2,null,1.4,null,16.4,null,10.6,null,0.8,null,13.8,null,1.1,null,17.6,null,1.5,null,3,null,0.6,null,0.5,null,4.3,0.7,null,null,3.2,null,5.8,1,null,null,0.9,0.5,null,null,4.6,null,0.7,null,0.5,null,3.3,null,0.6,null,0.7,null,0.9,null,6,null,50887,null,1254,null,61309.00,1503,null,null,30783,null,1411,null,2520,null,73280,null,3027,null,77971,null,2248,null,66031,null,91696,3685,null,null,2067,null,38711,null,33,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.5,(X),(X),null
5001100US4503,South Carolina,"Congressional District 3 (111th Congress), South Carolina",134403,4456,null,null,90813,4947,null,null,4983,null,189992,null,5350,null,280805,null,6.9,1.1,null,null,1,null,10.4,null,2.2,null,19.4,null,0.9,null,3,null,7.3,null,0.8,null,3.6,null,0.6,null,15.1,2.1,null,null,0.7,null,2,null,25,2.4,null,null,1.4,null,9.1,null,1.5,null,13.2,null,1.1,null,16.9,null,13.3,null,1.8,null,1.2,null,9,null,1.3,null,11.1,null,1,null,11.8,null,11.6,null,1.7,null,1.3,null,14.7,null,1.2,null,15.2,null,1.1,null,14.1,null,17.7,1.1,null,null,1.6,null,10.3,null,1.8,null,23.5,null,1.5,null,20.8,null,11,1,null,null,3.2,null,1,null,1.8,null,18.9,null,1.3,null,14.4,null,7.7,null,0.8,null,10.6,null,1.1,null,13.9,null,1.5,null,1.5,null,0.6,null,0.4,null,2.3,0.6,null,null,1.8,null,3.2,0.8,null,null,0.6,0.4,null,null,1.9,null,0.4,null,0.3,null,1.3,null,0.1,null,0.1,null,0.6,null,2.6,null,38471,null,1777,null,50015.00,1643,null,null,20507,null,1149,null,2543,null,62975,null,2296,null,61537,null,1768,null,51423,null,73228,2917,null,null,1479,null,28413,null,33.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),null
5001100US4504,South Carolina,"Congressional District 4 (111th Congress), South Carolina",144612,4441,null,null,94550,3716,null,null,4243,null,196158,null,3947,null,290708,null,5.5,0.9,null,null,0.9,null,8.7,null,2,null,16.3,null,0.5,null,1.6,null,6.7,null,0.8,null,3.6,null,0.7,null,14,1.9,null,null,0.6,null,2.3,null,20.2,2.3,null,null,0.8,null,5.2,null,1,null,10,null,1.1,null,12.9,null,14,null,1.9,null,1.2,null,10,null,1.1,null,11.2,null,0.9,null,12.1,null,14,null,1.9,null,1.3,null,15.6,null,1.1,null,15.9,null,0.9,null,15.6,null,18.3,1.2,null,null,1.8,null,13.4,null,1.8,null,22.9,null,1.4,null,20.3,null,10.3,0.9,null,null,4.5,null,1.1,null,1.5,null,16,null,1.2,null,13,null,10.1,null,0.8,null,13.5,null,1.1,null,17.2,null,1.4,null,2.2,null,0.8,null,0.5,null,4.1,0.7,null,null,3,null,5.4,0.9,null,null,0.7,0.4,null,null,3,null,0.5,null,0.4,null,2.3,null,0.4,null,0.7,null,0.7,null,3.9,null,43238,null,1736,null,55230.00,1944,null,null,24677,null,1760,null,2877,null,66750,null,2336,null,70314,null,1738,null,59514,null,82774,3083,null,null,2245,null,35357,null,29.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.6,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.2,(X),(X),null
5001100US4505,South Carolina,"Congressional District 5 (111th Congress), South Carolina",139586,4984,null,null,85820,4629,null,null,4805,null,201776,null,4521,null,287596,null,7.7,1.1,null,null,1.1,null,10.6,null,2.3,null,19.8,null,0.7,null,2.3,null,7.9,null,0.8,null,4.9,null,0.8,null,16.2,1.9,null,null,0.6,null,1.9,null,22.7,2.7,null,null,1.2,null,8.5,null,1.2,null,12.4,null,1.1,null,15.3,null,13.8,null,2,null,1.4,null,9.7,null,1.3,null,12,null,1.1,null,12.6,null,11.4,null,1.8,null,1.6,null,16.1,null,1.3,null,15.5,null,1.1,null,14.8,null,17.4,1.2,null,null,1.6,null,10.4,null,2,null,24.3,null,1.5,null,20,null,9.3,0.8,null,null,2.8,null,0.8,null,1.4,null,15.7,null,1,null,11.9,null,8.8,null,0.9,null,11.4,null,1.2,null,15.6,null,1.6,null,2.2,null,0.9,null,0.3,null,2.4,0.4,null,null,1.8,null,3.4,0.6,null,null,0.5,0.3,null,null,1.9,null,0.4,null,0.3,null,1.4,null,0.4,null,0.3,null,0.6,null,2.4,null,38867,null,1562,null,47859.00,1602,null,null,21152,null,758,null,1941,null,61767,null,1638,null,59468,null,1335,null,51261,null,72461,2222,null,null,1723,null,29522,null,32.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.9,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.2,(X),(X),null
5001100US4506,South Carolina,"Congressional District 6 (111th Congress), South Carolina",89318,3870,null,null,88173,4256,null,null,4744,null,160184,null,4669,null,248357,null,10.8,1.4,null,null,1.2,null,15.2,null,2.2,null,24.4,null,1.1,null,3.9,null,10.7,null,1.1,null,7.3,null,1.2,null,17.7,2.2,null,null,1.2,null,3.5,null,17.9,1.8,null,null,1.4,null,11.2,null,1.4,null,15.8,null,1,null,16.2,null,11.6,null,1.9,null,1.5,null,9.3,null,1.4,null,12.4,null,0.9,null,11.8,null,10.7,null,1.7,null,1.9,null,18.3,null,1.4,null,16.3,null,1.1,null,14.6,null,15.9,1.1,null,null,2,null,11.8,null,1.9,null,22.2,null,1.3,null,17.1,null,8.1,0.9,null,null,3.8,null,1.2,null,2,null,15,null,1.3,null,10.1,null,5.3,null,0.7,null,7.2,null,1,null,11.4,null,1.7,null,1.5,null,0.6,null,0.3,null,1.6,0.5,null,null,1.1,null,2.8,0.8,null,null,0.1,0.2,null,null,1.4,null,0.4,null,0.3,null,1.1,null,0.4,null,0.4,null,0.7,null,2.4,null,31502,null,901,null,38459.00,1546,null,null,19495,null,1452,null,3159,null,53875,null,1750,null,49776,null,1444,null,43289,null,65557,2749,null,null,2412,null,29340,null,36.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),39.1,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X),(X),null
5001100US4600,South Dakota,"Congressional District (at Large) (111th Congress), South Dakota",161534,4342,null,null,114926,4038,null,null,4559,null,204029,null,3470,null,318955,null,4.1,0.6,null,null,0.7,null,7.9,null,1.6,null,15.4,null,0.5,null,1.6,null,6.2,null,0.6,null,2.6,null,0.5,null,13.2,1.4,null,null,0.3,null,1.1,null,18.6,1.7,null,null,0.8,null,5.6,null,1,null,8.3,null,0.8,null,11.6,null,18.7,null,1.8,null,0.8,null,7.8,null,0.9,null,10.4,null,0.9,null,13.1,null,14.8,null,1.4,null,1.1,null,13.7,null,1,null,14.3,null,1,null,15,null,19.9,1,null,null,1.4,null,11.6,null,1.4,null,26.5,null,1.2,null,24.1,null,12.3,0.8,null,null,4,null,0.9,null,1.3,null,19.7,null,1.1,null,16.5,null,9.8,null,0.7,null,13.7,null,1,null,16.5,null,1.2,null,2.5,null,0.7,null,0.4,null,2.9,0.5,null,null,2.1,null,3.6,0.6,null,null,0.4,0.3,null,null,3.1,null,0.5,null,0.3,null,2.3,null,0.3,null,0.8,null,0.6,null,3.8,null,45904,null,1215,null,59987.00,1689,null,null,26388,null,1096,null,1733,null,68672,null,2066,null,72270,null,1403,null,59391,null,81805,2364,null,null,1465,null,34547,null,21.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),19.9,(X),(X),null
5001100US4701,Tennessee,"Congressional District 1 (111th Congress), Tennessee",144639,4104,null,null,92701,4368,null,null,4838,null,190124,null,4148,null,282825,null,7.1,1,null,null,1,null,11.1,null,2.5,null,21.7,null,0.8,null,3,null,9.6,null,0.8,null,5.5,null,0.9,null,18.4,2,null,null,0.9,null,3.6,null,20.7,2.5,null,null,1.2,null,11,null,1.1,null,12.7,null,1.1,null,15.5,null,12.5,null,2.2,null,1.4,null,12.7,null,1.1,null,13.1,null,0.9,null,13,null,11.4,null,1.7,null,1.5,null,17.9,null,1.4,null,17.3,null,1.1,null,15.2,null,17.1,1.2,null,null,1.8,null,9.6,null,1.5,null,22.1,null,1.2,null,19.8,null,8.7,0.9,null,null,3,null,0.9,null,1.3,null,13.8,null,1.1,null,11.3,null,6.3,null,0.7,null,8.2,null,1.1,null,9.9,null,1.3,null,2.1,null,0.7,null,0.4,null,2.3,0.6,null,null,1.5,null,2.7,0.7,null,null,0.1,0.2,null,null,2.7,null,0.6,null,0.4,null,2,null,0.3,null,0.4,null,0.7,null,3.4,null,35625,null,1176,null,44686.00,1941,null,null,19041,null,1519,null,1317,null,51411,null,1935,null,58455,null,1476,null,49247,null,66283,2422,null,null,2021,null,28834,null,27.8,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.7,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),24.5,(X),(X),null
5001100US4702,Tennessee,"Congressional District 2 (111th Congress), Tennessee",145239,4839,null,null,108311,5122,null,null,5235,null,186194,null,4872,null,294505,null,4.4,0.6,null,null,0.8,null,8.4,null,1.9,null,16,null,0.4,null,1.4,null,5.9,null,0.7,null,3.1,null,0.6,null,11,1.5,null,null,0.5,null,1.7,null,21.6,2.1,null,null,1.1,null,7.6,null,1.1,null,10.6,null,0.9,null,14,null,17.2,null,1.9,null,1.2,null,9.1,null,1.3,null,10.7,null,1.1,null,13.7,null,14.5,null,1.9,null,1.7,null,15.5,null,1.6,null,15.7,null,1.2,null,15.3,null,19.1,1.2,null,null,1.5,null,11.7,null,1.8,null,25.4,null,1.5,null,23,null,9.8,0.9,null,null,4.3,null,1,null,1.6,null,15,null,1.3,null,12.8,null,9.1,null,0.9,null,12.5,null,1.3,null,15.5,null,1.6,null,3.1,null,0.8,null,0.4,null,3.3,0.7,null,null,2.2,null,4.1,0.8,null,null,0.4,0.2,null,null,3.9,null,0.6,null,0.4,null,2.6,null,0.2,null,0.2,null,0.8,null,4.7,null,42095,null,1249,null,55405.00,1899,null,null,25535,null,1030,null,2026,null,63854,null,2565,null,71548,null,1774,null,57751,null,81251,3322,null,null,1427,null,32893,null,24.5,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.3,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.6,(X),(X),null
5001100US4703,Tennessee,"Congressional District 3 (111th Congress), Tennessee",137346,4432,null,null,86787,3618,null,null,4808,null,185150,null,4023,null,271937,null,6,1,null,null,0.9,null,8.7,null,2.1,null,16.4,null,0.6,null,2.6,null,7.9,null,0.9,null,4.7,null,0.8,null,14.5,2,null,null,0.7,null,3,null,21.6,2.5,null,null,1,null,8.4,null,1,null,11.4,null,1.1,null,14.3,null,15.5,null,1.8,null,1.3,null,10.1,null,1.2,null,10.9,null,1,null,12.6,null,13.7,null,1.9,null,1.5,null,15,null,1.3,null,16.1,null,1,null,15.2,null,18.7,1.2,null,null,1.7,null,10.9,null,1.8,null,24.4,null,1.6,null,22,null,9.4,0.9,null,null,4.4,null,1.2,null,1.3,null,13.9,null,1.1,null,11.2,null,8.3,null,0.7,null,10.9,null,1.1,null,13.9,null,1.4,null,2.2,null,0.7,null,0.4,null,3.4,0.6,null,null,2.5,null,4.4,0.8,null,null,0.4,0.3,null,null,3.3,null,0.5,null,0.4,null,2.4,null,0.2,null,0.4,null,0.7,null,4.4,null,40620,null,1234,null,50662.00,1420,null,null,23358,null,1600,null,2203,null,60257,null,2439,null,66164,null,1659,null,55814,null,76962,2990,null,null,1501,null,31742,null,28.2,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X),(X),null,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.9,(X),(X),null
